,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1493,Mercedes-Benz E-Class,2016,38730,Diesel,Automatic,First,14.21,2143,203.0,5,2998000
1494,Renault Duster,2016,57390,Diesel,Manual,First,19.01,1461,108.45,5,673000
1495,Maruti Swift,2016,100000,Diesel,Manual,First,23.4,1248,74.0,5,350000
1496,Volkswagen Polo,2011,50000,Petrol,Manual,First,16.47,1198,73.9,5,235000
1497,Mahindra XUV500,2017,64961,Diesel,Manual,First,16.0,2179,140.0,7,1613000
1498,Volkswagen Polo,2014,72465,Petrol,Manual,First,16.47,1198,74.0,5,590000
1499,Maruti Ritz,2012,68776,Petrol,Manual,First,21.1,1197,85.8,5,390000
1500,Toyota Innova,2012,68000,Diesel,Manual,First,12.8,2494,102.0,7,695000
1501,Honda City,2015,33000,Diesel,Manual,First,26.0,1498,98.6,5,700000
1502,Volkswagen Ameo,2017,22389,Petrol,Manual,First,17.0,1198,73.75,5,723000
1503,Maruti SX4,2012,90000,Diesel,Manual,First,21.5,1248,88.8,5,381000
1504,Maruti Swift,2012,42000,Petrol,Manual,Third,18.6,1197,85.8,5,450000
1505,Hyundai Creta,2017,38767,Diesel,Manual,First,19.67,1582,126.2,5,1260000
1506,Audi Q7,2015,21000,Diesel,Automatic,First,12.07,2967,241.4,7,4800000
1507,Maruti Alto,2010,59136,Petrol,Manual,First,19.7,796,46.3,5,296000
1508,Honda Amaze,2014,36000,Diesel,Manual,First,25.8,1498,98.6,5,325000
1509,Volkswagen Passat,2011,95000,Diesel,Automatic,Second,18.33,1968,167.7,5,850000
1510,Hyundai Elantra,2013,51000,Diesel,Automatic,First,19.5,1582,126.24,5,875000
1511,Maruti Wagon,2011,36411,Petrol,Manual,First,18.9,998,67.1,5,308000
1512,Land Rover,2017,40000,Diesel,Automatic,First,12.81,1999,148.31,7,4150000
1513,Honda City,2016,27300,Petrol,Manual,First,17.8,1497,117.3,5,700000
1514,Mercedes-Benz New,2011,29813,Petrol,Automatic,Second,14.74,1991,181.03,5,1150000
1515,Maruti Wagon,2011,71000,Petrol,Manual,First,20.51,998,67.04,5,260000
1516,Hyundai Verna,2014,32000,Diesel,Manual,First,22.32,1582,126.3,5,430000
1517,Maruti Ertiga,2017,19234,CNG,Manual,First,17.5,1373,80.46,7,835000
1518,Volkswagen Tiguan,2017,50510,Diesel,Automatic,First,17.06,1968,141.0,5,2490000
1519,BMW X1,2011,102000,Diesel,Automatic,First,15.06,1995,177.0,5,1375000
1520,Hyundai Grand,2014,42277,Diesel,Manual,First,24.0,1186,73.97,5,385000
1521,Mercedes-Benz E-Class,2014,46000,Diesel,Automatic,First,13.0,2143,201.1,5,2325000
1522,Hyundai Grand,2015,50000,Petrol,Manual,First,18.9,1197,82.0,5,575000
1523,Hyundai i10,2008,62000,Petrol,Manual,Second,20.36,1197,78.9,5,165000
1524,Volkswagen Jetta,2012,78000,Diesel,Manual,First,19.33,1968,138.1,5,650000
1525,Skoda Yeti,2011,79000,Diesel,Manual,First,17.67,1968,138.08,5,750000
1526,Audi Q7,2019,6773,Diesel,Automatic,First,14.75,2967,245.0,7,7294000
1527,Toyota Fortuner,2010,135000,Diesel,Manual,Second,11.5,2982,171.0,7,1100000
1528,Maruti Wagon,2013,36716,Petrol,Manual,First,18.9,1061,67.0,5,302000
1529,Hyundai EON,2013,65060,Petrol,Manual,First,21.1,814,55.2,5,332000
1530,Honda Brio,2013,33000,Petrol,Manual,First,19.4,1198,86.8,5,324000
1531,Maruti Alto,2015,11110,Petrol,Manual,First,22.74,796,47.3,5,235000
1532,Mahindra Bolero,2013,63000,Diesel,Manual,First,15.96,2523,62.1,7,550000
1533,Honda City,2015,27030,Petrol,Manual,First,17.8,1497,117.3,5,675000
1534,Skoda Rapid,2015,19600,Petrol,Manual,First,15.0,1598,103.52,5,615000
1535,Maruti Swift,2016,27755,Petrol,Manual,First,22.0,1197,81.8,5,545000
1536,Hyundai EON,2013,20000,Petrol,Manual,Second,21.1,814,55.2,5,229999
1537,Maruti Swift,2015,24782,Petrol,Manual,First,20.85,1197,83.14,5,621000
1538,Nissan Micra,2014,47303,Petrol,Automatic,First,19.34,1198,76.0,5,521000
1539,Audi Q7,2008,71000,Petrol,Automatic,First,8.3,4134,250.0,7,1199000
1540,Maruti Swift,2010,135000,Diesel,Manual,First,17.8,1248,75.0,5,310000
1541,Tata Xenon,2017,1000,Diesel,Manual,First,13.49,2179,138.03,5,750000
1542,Volkswagen Polo,2016,29000,Diesel,Manual,First,20.14,1498,88.8,5,400000
1543,Honda City,2016,36367,Petrol,Manual,First,17.8,1497,117.3,5,773000
1544,Honda City,2015,38000,Petrol,Manual,First,17.4,1497,117.3,5,780000
1545,Maruti 800,2011,83969,Petrol,Manual,First,16.1,796,37.0,4,130000
1546,Volkswagen Polo,2014,82621,Diesel,Manual,First,20.14,1498,88.8,5,442000
1547,Chevrolet Captiva,2009,89000,Diesel,Automatic,First,12.5,1991,147.9,7,400000
1548,Mahindra XUV500,2016,54000,Diesel,Manual,First,16.0,2179,140.0,7,1300000
1549,Honda Amaze,2015,61691,Diesel,Manual,First,25.8,1498,98.6,5,538000
1550,Hyundai i20,2011,32200,Petrol,Manual,Second,17.0,1197,80.0,5,325000
1551,Maruti Wagon,2016,68630,Petrol,Automatic,First,20.51,998,67.0,5,387000
1552,Volkswagen Jetta,2014,61000,Diesel,Automatic,Second,16.96,1968,138.03,5,825000
1553,Maruti Ciaz,2018,32644,Petrol,Manual,First,20.73,1373,91.1,5,927999
1554,Mahindra Scorpio,2012,85000,Diesel,Automatic,First,11.79,2179,120.0,7,625000
1555,Chevrolet Aveo,2008,75000,Petrol,Manual,Second,15.26,1150,74.9,5,114999
1556,Maruti Ciaz,2016,40347,Petrol,Manual,First,20.73,1373,91.2,5,780000
1557,Hyundai i20,2012,60788,Diesel,Manual,First,23.0,1396,90.0,5,450000
1558,Honda Jazz,2018,18664,Petrol,Manual,First,18.7,1199,88.7,5,756000
1559,Mahindra XUV500,2017,57847,Diesel,Manual,First,16.0,2179,140.0,7,1607999
1560,Hyundai i20,2012,52237,Petrol,Manual,First,17.0,1197,80.0,5,450000
1561,Hyundai Verna,2012,128000,Diesel,Manual,First,22.32,1582,126.32,5,500000
1562,Hyundai i10,2011,54000,Petrol,Manual,First,19.81,1086,68.05,5,220000
1563,Maruti Celerio,2014,49800,Petrol,Automatic,First,23.1,998,67.04,5,400000
1564,Skoda Fabia,2012,98000,Diesel,Manual,First,20.86,1199,73.9,5,250999
1565,Maruti Swift,2015,60095,Diesel,Manual,First,25.2,1248,74.0,5,475000
1566,Hyundai i10,2008,68000,Petrol,Manual,Second,16.0,1086,66.7,5,200000
1567,Hyundai i10,2010,81402,Petrol,Manual,Second,20.36,1197,78.9,5,210000
1568,Ford Ecosport,2013,38000,Petrol,Automatic,First,16.5,1499,110.0,5,625000
1569,Mercedes-Benz E-Class,2011,92239,Diesel,Automatic,Second,11.5,2987,210.0,5,1060000
1570,Maruti Swift,2017,49224,Diesel,Manual,First,25.2,1248,74.0,5,600000
1571,Maruti 800,2004,12000,Petrol,Manual,Second,16.1,796,37.0,4,45000
1572,Maruti Swift,2010,54898,Petrol,Manual,Third,16.1,1298,88.2,5,250000
1573,Hyundai Creta,2018,2500,Petrol,Manual,First,15.29,1591,121.3,5,1275000
1574,BMW X1,2017,32838,Diesel,Automatic,First,17.05,1995,190.0,5,3029000
1575,Ford Ikon,2006,27076,Petrol,Manual,First,13.8,1299,70.0,5,160000
1576,Ford Ecosport,2017,75445,Diesel,Manual,First,22.7,1498,89.84,5,754000
1577,Maruti Ciaz,2015,46601,Petrol,Manual,First,20.73,1373,91.1,5,684000
1578,Volkswagen Passat,2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5,600000
1579,Honda Jazz,2017,27000,Diesel,Manual,First,27.3,1498,98.6,5,800000
1580,Audi A4,2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5,2474000
1581,Hyundai Grand,2017,34429,Diesel,Manual,First,24.0,1120,70.0,5,550000
1582,Mercedes-Benz GL-Class,2013,46000,Diesel,Automatic,First,12.0,2987,224.0,7,3600000
1583,Toyota Innova,2013,80544,Diesel,Manual,First,12.99,2494,100.6,7,1179000
1584,Nissan Sunny,2011,42000,Petrol,Manual,Second,16.95,1498,97.7,5,300000
1585,Skoda Laura,2011,94821,Diesel,Automatic,Second,20.0,1968,138.1,5,675000
1586,Chevrolet Aveo,2006,100000,Petrol,Manual,First,14.49,1399,92.7,5,140000
1587,Honda Mobilio,2014,57000,Diesel,Manual,First,24.2,1498,98.6,7,575000
1588,Maruti Ritz,2010,79894,Diesel,Manual,First,21.1,1248,73.9,5,340000
1589,Volkswagen Polo,2011,44748,Petrol,Manual,Second,16.47,1198,73.9,5,488999
1590,Nissan Terrano,2013,31000,Petrol,Manual,First,13.24,1598,102.5,5,495000
1591,Maruti A-Star,2013,60587,Petrol,Automatic,Second,16.98,998,66.1,5,349000
1592,Honda City,2014,43772,Petrol,Manual,First,17.0,1497,118.0,5,635000
1593,Hyundai Grand,2017,23576,Petrol,Automatic,First,18.9,1197,82.0,5,708000
1594,Jaguar XE,2017,4000,Diesel,Automatic,First,13.6,1999,177.0,5,3800000
1595,Mahindra Scorpio,2012,62000,Diesel,Manual,First,12.05,2179,120.0,8,625000
1596,Mercedes-Benz New,2011,36000,Petrol,Automatic,First,11.74,1796,186.0,5,1015000
1597,Skoda Superb,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5,1075000
1598,Chevrolet Cruze,2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4,465000
1599,Mahindra Scorpio,2010,61001,Diesel,Manual,First,12.05,2179,120.0,8,475000
1600,Hyundai Verna,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5,778000
1601,Hyundai i20,2016,77076,Diesel,Manual,First,23.0,1396,90.0,5,675000
1602,Honda City,2008,56000,Petrol,Automatic,First,16.4,1497,78.0,5,299000
1603,Hyundai i10,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5,235000
1604,Honda Amaze,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5,365000
1605,Maruti Wagon,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5,274000
1606,Honda Brio,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5,350000
1607,Hyundai i20,2014,55804,Petrol,Manual,First,17.0,1197,80.0,5,476000
1608,Volkswagen Vento,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,620000
1609,Skoda Octavia,2008,82000,Diesel,Manual,Second,18.7,1896,66.0,5,235000
1610,Mercedes-Benz E-Class,2014,52000,Diesel,Automatic,First,13.0,2143,204.0,5,2450000
1611,Renault Duster,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5,600000
1612,Hyundai EON,2017,31829,Petrol,Manual,First,21.1,814,55.2,5,365000
1613,Maruti Swift,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,626000
1614,Audi Q5,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5,3295000
1615,Hyundai i20,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,780000
1616,Honda Brio,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5,425000
1617,Maruti Swift,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5,486000
1618,Hyundai Grand,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5,490000
1619,Mahindra Xylo,2014,67771,Diesel,Manual,First,11.68,2498,112.0,8,706000
1620,Volkswagen Polo,2015,60007,Petrol,Automatic,First,17.21,1798,189.0,4,450000
1621,Maruti Alto,2011,48624,Petrol,Manual,First,24.07,998,67.1,5,322000
1622,Volkswagen Polo,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5,325000
1623,Hyundai Grand,2016,81605,Petrol,Manual,First,18.9,1197,82.0,5,453000
1624,Mercedes-Benz New,2017,32642,Diesel,Automatic,First,14.84,2143,170.0,5,3478000
1625,Hyundai Verna,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,650000
1626,Fiat Punto,2010,72204,Petrol,Manual,First,15.7,1172,67.0,5,225000
1627,Toyota Innova,2011,156347,Diesel,Manual,Second,12.99,2494,100.0,8,800000
1628,Mahindra TUV,2017,47357,Diesel,Automatic,First,18.49,1493,100.0,7,836999
1629,Volkswagen Polo,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5,539000
1630,BMW 5,2018,32586,Diesel,Automatic,First,22.48,1995,190.0,5,3729999
1631,Mercedes-Benz GLE,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,7080000
1632,Mercedes-Benz M-Class,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5,2225000
1633,Hyundai Grand,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5,603000
1634,Skoda Superb,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5,490000
1635,Hyundai i10,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5,396000
1636,Hyundai i20,2011,113562,Diesel,Manual,First,23.0,1396,90.0,5,459999
1637,Mahindra Scorpio,2011,100010,Diesel,Manual,Second,12.05,2179,120.0,8,550000
1638,Honda Brio,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5,325000
1639,Hyundai i20,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,625000
1640,Hyundai Verna,2011,108242,Diesel,Manual,First,16.8,1493,110.0,5,425000
1641,Toyota Fortuner,2011,146300,Diesel,Manual,First,11.5,2982,171.0,7,1225000
1642,BMW X1,2011,62943,Diesel,Automatic,Second,17.05,1995,184.0,5,1095000
1643,Toyota Fortuner,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7,1650000
1644,Honda Amaze,2018,1700,Petrol,Automatic,First,19.0,1199,88.76,5,780000
1645,Hyundai i10,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5,370000
1646,Hyundai i20,2012,58000,Petrol,Manual,First,17.0,1197,80.0,5,400000
1647,BMW 3,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5,2675000
1648,Audi Q3,2016,58661,Diesel,Automatic,First,15.17,1968,181.0,5,2803000
1649,Maruti Swift,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5,544000
1650,Maruti Baleno,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5,620000
1651,Hyundai Accent,2005,45200,Petrol,Manual,First,13.2,1495,94.0,5,90000
1652,Maruti Ritz,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,395000
1653,Tata Nano,2011,65000,Petrol,Manual,Second,26.0,624,35.0,4,44000
1654,Ford Figo,2012,55005,Diesel,Manual,First,20.0,1399,68.0,5,275000
1655,Volkswagen Passat,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,750000
1656,Fiat Linea,2010,160000,Diesel,Manual,Second,19.0,1248,93.0,5,250000
1657,Mahindra Xylo,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,500000
1658,Maruti Wagon,2013,67263,Petrol,Manual,First,18.9,998,67.1,5,360000
1659,Toyota Etios,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,399000
1660,Hyundai Grand,2015,36840,Petrol,Manual,First,18.9,1197,82.0,5,564000
1661,Toyota Innova,2014,160000,Diesel,Manual,First,12.99,2494,100.0,8,1200000
1662,Tata Indica,2008,133000,Diesel,Manual,First,16.8,1405,62.0,5,70000
1663,BMW 3,2015,69123,Diesel,Automatic,First,18.88,1995,184.0,5,1900000
1664,Ford Endeavour,2017,38000,Diesel,Automatic,First,10.91,3198,197.0,7,3048000
1665,Maruti Ciaz,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,819999
1666,Ford Figo,2015,1001,Diesel,Manual,First,25.83,1498,99.0,5,755000
1667,Chevrolet Aveo,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5,99000
1668,Honda City,2011,78256,Petrol,Automatic,First,16.8,1497,118.0,5,415000
1669,Nissan Sunny,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,620000
1670,Maruti Swift,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,440000
1671,Ford Figo,2012,60000,Diesel,Manual,First,20.0,1399,68.0,5,210000
1672,Fiat Grande,2011,130000,Diesel,Manual,First,20.3,1248,75.0,5,220000
1673,Hyundai Elite,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,834000
1674,Maruti Swift,2014,32000,Diesel,Manual,First,23.4,1248,74.0,5,434999
1675,Ford Ecosport,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,680000
1676,Maruti Swift,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,330000
1677,Hyundai Grand,2016,19947,Petrol,Manual,First,18.9,1197,82.0,5,504000
1678,Ford Endeavour,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,919999
1679,Volkswagen Polo,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,570000
1680,Mahindra TUV,2018,55594,Diesel,Manual,First,18.49,1493,100.0,7,848000
1681,BMW X6,2013,58000,Diesel,Automatic,First,11.2,2993,306.0,4,4800000
1682,Renault Duster,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,610000
1683,Maruti Wagon,2010,21002,Petrol,Manual,First,22.5,998,67.04,5,275000
1684,Maruti Ertiga,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,800000
1685,Maruti Alto,2010,73513,Petrol,Manual,First,19.7,796,46.3,5,185000
1686,Maruti Wagon,2015,34000,Petrol,Automatic,First,20.51,998,67.0,5,385000
1687,Maruti Eeco,2017,28371,Petrol,Manual,First,15.1,1196,73.0,7,474000
1688,Renault Duster,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,563000
1689,Maruti Zen,2011,25805,Petrol,Manual,First,18.2,1061,64.0,5,262000
1690,Renault Duster,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,490000
1691,Honda Civic,2006,110000,Petrol,Manual,First,13.5,1799,130.0,5,265000
1692,Mahindra XUV500,2012,88000,Diesel,Manual,First,16.0,2179,140.0,7,599000
1693,Mahindra Verito,2011,110000,Diesel,Manual,Second,21.0,1461,64.1,5,240000
1694,Renault KWID,2017,15000,Petrol,Manual,First,21.7,999,67.0,5,425000
1695,Porsche Cayenne,2013,70000,Diesel,Automatic,First,15.15,2967,240.0,5,4000000
1696,Maruti Swift,2008,150000,Diesel,Manual,Second,28.4,1248,74.0,5,270000
1697,Datsun GO,2016,19000,Petrol,Manual,First,20.63,1198,67.0,5,299000
1698,Hyundai i20,2011,37442,Petrol,Manual,First,18.5,1197,80.0,5,340000
1699,BMW 5,2016,63111,Diesel,Automatic,Second,18.12,1995,190.0,5,3080000
1700,Maruti Ertiga,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7,585000
1701,Hyundai Grand,2014,42355,Petrol,Manual,First,18.9,1197,82.0,5,400000
1702,BMW 3,2011,75871,Petrol,Automatic,First,9.43,2996,254.0,5,1412000
1703,Chevrolet Cruze,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5,455000
1704,Maruti Ritz,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5,290000
1705,Mercedes-Benz New,2007,220000,Petrol,Automatic,Second,11.74,1796,186.0,5,600000
1706,Hyundai i20,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5,695000
1707,Hyundai EON,2014,9759,Petrol,Manual,First,20.3,998,68.05,5,275000
1708,Maruti Swift,2014,75216,Diesel,Manual,First,22.9,1248,74.0,5,509999
1709,Hyundai i20,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,675000
1710,Maruti Ritz,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,369000
1711,Maruti Swift,2013,53996,Diesel,Manual,First,22.9,1248,74.0,5,545000
1712,Honda WRV,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5,928999
1713,Hyundai Xcent,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5,400000
1714,Honda Amaze,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5,290000
1715,Hyundai Verna,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5,525000
1716,Honda City,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5,575000
1717,Hyundai Creta,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5,1312000
1718,Mahindra XUV500,2014,70963,Diesel,Manual,First,15.1,2179,140.0,7,783000
1719,Maruti Wagon,2013,25755,CNG,Manual,First,26.6,998,58.16,5,315000
1720,Toyota Innova,2013,51450,Diesel,Manual,First,12.8,2494,102.0,7,1040000
1721,Maruti Swift,2012,75000,Diesel,Manual,First,22.9,1248,74.0,5,434999
1722,Maruti Wagon,2017,37832,Petrol,Automatic,First,22.5,998,67.0,5,523000
1723,Hyundai Grand,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5,601000
1724,Honda Amaze,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5,440000
1725,BMW 3,2010,83000,Diesel,Automatic,First,16.07,1995,181.0,5,1275000
1726,Ford Figo,2011,65000,Petrol,Manual,First,15.6,1196,70.0,5,240000
1727,Volkswagen Ameo,2018,46007,Petrol,Manual,First,17.0,1198,73.75,5,571000
1728,Ford Ecosport,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5,549000
1729,Honda City,2004,73500,Petrol,Manual,Second,13.0,1343,90.0,5,130000
1730,Mahindra XUV500,2014,55000,Diesel,Manual,First,16.0,2179,140.0,7,850000
1731,Toyota Fortuner,2012,115000,Diesel,Manual,First,13.0,2982,168.5,7,1299000
1732,Hyundai Grand,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5,500000
1733,Maruti Dzire,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5,900000
1734,Maruti Swift,2016,38143,Diesel,Manual,First,22.9,1248,74.0,5,522000
1735,Volkswagen Polo,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5,380000
1736,Toyota Etios,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5,727000
1737,Maruti Swift,2016,23555,Petrol,Manual,First,22.0,1197,81.8,5,509999
1738,Mercedes-Benz E-Class,2013,29000,Diesel,Automatic,First,14.21,2143,203.0,5,2900000
1739,Maruti Wagon,2013,61000,Petrol,Manual,First,18.9,998,67.1,5,290000
1740,Tata Nano,2012,4187,Petrol,Manual,First,26.0,624,35.0,4,138000
1741,Skoda Laura,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5,550000
1742,Volkswagen Polo,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5,725000
1743,Hyundai Verna,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5,698000
1744,Tata Bolt,2017,40000,Diesel,Manual,First,22.95,1248,74.0,5,525000
1745,Hyundai EON,2013,36000,Petrol,Manual,First,21.1,814,55.2,5,195000
1746,Audi A4,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5,2450000
1747,Toyota Innova,2013,62162,Diesel,Manual,First,12.99,2494,100.0,7,831000
1748,Mercedes-Benz M-Class,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5,3600000
1749,Hyundai Xcent,2015,58000,Diesel,Manual,First,24.4,1120,71.0,5,550000
1750,Honda Accord,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5,589000
1751,Volkswagen Vento,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5,795000
1752,Hyundai i20,2010,73000,Petrol,Manual,First,17.0,1197,80.0,5,275000
1753,Hyundai Elantra,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,625000
1754,Ford Figo,2015,36000,Diesel,Manual,First,20.0,1399,68.05,5,495000
1755,Hyundai i20,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,627000
1756,Hyundai Verna,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,865000
1757,Hyundai Grand,2014,37000,Petrol,Manual,First,18.9,1197,82.0,5,350000
1758,Audi Q5,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,3500000
1759,Maruti Swift,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,445000
1760,Hyundai i20,2012,37000,Petrol,Manual,First,18.5,1197,80.0,5,265000
1761,Mahindra KUV,2017,10500,Diesel,Manual,First,25.32,1198,77.0,5,470000
1762,Hyundai Elantra,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,890000
1763,Jeep Compass,2017,7000,Diesel,Manual,First,17.1,1956,170.0,5,1745000
1764,Maruti Vitara,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,958000
1765,Toyota Corolla,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,622000
1766,Mahindra XUV500,2013,87284,Diesel,Manual,First,15.1,2179,140.0,7,780000
1767,BMW X1,2016,7000,Diesel,Automatic,First,20.68,1995,190.0,5,2775000
1768,Hyundai i20,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,700000
1769,Mercedes-Benz GLE,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,6487000
1770,Chevrolet Cruze,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5,650000
1771,Hyundai i20,2011,82000,Petrol,Manual,Second,18.5,1197,80.0,5,270000
1772,Honda Brio,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,250000
1773,Nissan Evalia,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,390000
